ra  dec  z  Mr mu r50 C ur smass sfr ssfr d4000 w mest tau zm rsf pe ps nuvr flag
169.6424  1.0847   0.064 -19.747  20.901  2.303   2.475   2.098   10.257  -0.100 -10.411   1.490 0.098 10.630   7.2125   0.0123 -99.0000   1.000   0.000   3.076      3
169.8392  0.8362   0.064 -18.987  21.562  2.202   2.277   2.058    9.917  -0.339 -10.315   1.546 0.284 10.470   8.4964   0.0135  -1.2729   0.140   0.820   2.855      2
170.3474  0.6547   0.102 -20.122  21.536  3.417   2.356   2.078   10.651   0.463 -10.233   1.395 0.070 11.128   9.8895   0.0234  -4.2610   0.050   0.880   3.709      1
170.3314 -0.0012   0.102 -20.739  20.629  2.991   3.358   2.830   10.969  -0.847 -11.860   1.966 0.030 11.000   8.2200   0.0288 -99.0000   0.940   0.000   5.724     -1
170.3173  0.2236   0.105 -20.426  20.357  2.272   2.796   2.736   10.827  -0.726 -11.625   1.792 0.047 10.931  10.4166   0.0419  -2.2018   0.660   0.160   4.846     -1
170.3896  0.3112   0.103 -19.989  21.430  3.056   2.118   2.151   10.488   0.224 -10.308   1.409 0.085 10.699   3.4326   0.0288  -0.6412   0.060   0.860   2.887      2
171.7764  0.1241   0.130 -21.914  21.074  5.996   3.015   2.875   11.448  -0.529 -12.035   1.958 0.007  1.996  99.0000  99.0000  99.0000   0.900   0.080   6.724     -1
171.8861  0.2129   0.130 -21.485  20.131  3.190   2.931   2.675   11.081  -0.703 -11.839   1.809 0.013 11.296  10.0489   0.0243  -1.9388   0.530   0.200   5.035     -1
170.8267  0.0914   0.069 -20.648  20.190  2.490   3.216   2.812   10.945  -0.920 -11.922   2.042 0.027 11.272  11.4301   0.0408  -4.9588   0.660   0.000   4.595     -1
170.4286  0.9923   0.102 -21.252  20.777  4.052   2.655   2.956   11.221  -0.812 -12.100   1.943 0.015 11.441   9.6881   0.0312  -2.2498   0.590   0.350   5.759     -1
170.4421  0.9658   0.104 -20.877  20.381  2.832   2.725   2.889   11.084  -0.752 -11.875   1.926 0.025 11.277  11.0434   0.0310  -3.1106   0.640   0.230   5.677     -1
170.4330  0.9538   0.103 -20.447  21.161  3.331   2.576   2.645   10.806  -0.741 -11.583   1.811 0.045 10.924   8.9842   0.0261 -99.0000   0.970   0.000   4.444     -1
170.5501  0.7978   0.104 -19.871  20.917  2.280   3.189   2.710   10.716  -0.625 -11.400   1.789 0.101 11.094  10.3349   0.0271  -1.9619   0.040   0.920   4.006      5
170.5926  0.6908   0.102 -21.010  20.471  3.152   3.099   2.860   11.113  -0.738 -11.911   1.837 0.021 11.430  10.7158   0.0259  -2.8731   0.900   0.070   4.906      4
170.7273  0.4555   0.100 -20.691  20.907  3.337   2.625   2.491   10.867  -0.190 -11.122   1.712 0.032 11.154  10.6312   0.0230  -2.2680   0.360   0.570   3.973      5
170.6635  0.7205   0.073 -21.079  20.418  3.348   2.410   2.507   10.938   0.467 -10.514   1.423 0.016 11.148   3.5316   0.0247  -0.3813   0.010   0.990   2.735      3
170.7727  0.8609   0.072 -20.956  20.881  3.923   2.062   2.201   10.809   0.535 -10.310   1.327 0.019  1.996  99.0000  99.0000  99.0000   0.060   0.940   2.380      1
170.6605  0.6164   0.072 -19.093  21.884  2.642   2.431   2.643   10.357  -0.562 -10.963   1.614 0.239  1.996  99.0000  99.0000  99.0000   0.090   0.840   5.541      5
170.7284  0.4344   0.143 -20.954  21.932  5.595   1.974   3.455   11.095  -0.743 -11.865   1.817 0.028 11.186  11.3739   0.0200  -6.6685   0.220   0.670   3.909     -1
170.8431  0.4617   0.146 -20.885  21.743  4.938   2.044   1.479   10.662   0.910  -9.807   1.271 0.028 10.910   3.2299   0.0108  -0.0243   0.550   0.400   2.213      2
171.0189  0.9957   0.076 -19.085  22.041  2.807   1.773   1.525    9.773  -0.009  -9.836   1.204 0.266  1.996  99.0000  99.0000  99.0000   0.880   0.090   2.419      1
171.0315  0.9719   0.074 -21.982  21.199  7.250   2.566   2.303   11.436   0.853 -10.632   1.703 0.005 11.782  10.7148   0.0277  -2.3477   0.180   0.820   2.926      3
171.0636  1.0145   0.074 -20.056  20.941  2.655   2.691   2.627   10.682  -0.780 -11.519   1.882 0.065 10.880  10.2549   0.0295  -2.0219   0.650   0.320   5.022     -1
171.6719  0.8631   0.130 -20.935  21.124  3.905   2.617   2.802   11.002  -0.773 -11.834   1.794 0.027  1.996  99.0000  99.0000  99.0000   0.560   0.250   6.105     -1
172.4155 -1.0372   0.115 -20.763  20.720  3.077   2.785   2.391   10.931   0.415 -10.568   1.539 0.031 11.146   8.5536   0.0354  -1.2229   0.080   0.830   3.363      3
172.5130 -0.9795   0.115 -20.486  21.252  3.461   2.485   1.901   10.498   0.531 -10.021   1.297 0.045 10.995   9.7115   0.0165  -1.6308   0.030   0.930   2.637      1
172.3878  0.5992   0.127 -20.263  22.131  4.588   2.089   1.967   10.368   0.259 -10.164   1.425 0.062  1.996  99.0000  99.0000  99.0000   0.070   0.820   2.269      1
174.9334 -1.0295   0.078 -21.390  19.970  3.114   3.103   3.004   11.317  -0.869 -12.230   2.025 0.010 11.422  10.9631   0.0320  -3.2443   0.450   0.030   5.387     -1
174.8554 -0.9804   0.077 -19.273  21.236  2.107   2.561   2.801   10.352  -0.780 -11.171   1.844 0.192 10.384   1.5355   0.0351   0.0000   0.050   0.920   5.037      2
175.1267 -0.2230   0.112 -20.894  21.103  3.921   2.022   1.232   10.348   0.805  -9.596   1.232 0.024 10.687   2.1900   0.0237   0.0000   0.160   0.790   1.816      1
175.1594  0.3353   0.107 -20.473  20.751  2.775   3.340   2.630   10.868  -0.352 -11.286   1.802 0.044 11.070   5.8617   0.0430  -0.5829   0.020   0.950   3.810      5
176.7885 -0.9146   0.119 -21.434  21.174  5.131   2.642   2.545   11.153  -0.167 -11.370   1.635 0.013 11.457   9.4600   0.0168  -6.6098   0.530   0.470   3.694      3
176.5382 -1.0352   0.078 -20.263  20.953  2.914   2.448   2.694   10.809  -0.558 -11.426   1.626 0.050 11.151  10.6981   0.0233  -6.6373   0.350   0.600   4.740      5
176.6360 -1.0751   0.080 -19.381  22.020  3.162   2.060   1.622   10.026   0.171  -9.903   1.241 0.178  1.996  99.0000  99.0000  99.0000   0.090   0.790   2.783      1
177.0907 -0.6759   0.079 -20.332  19.872  1.826   2.836   2.613   10.746  -0.467 -11.269   1.791 0.046 10.951  10.7970   0.0284  -4.0193   0.810   0.130   5.876     -1
177.1068 -0.6407   0.080 -19.839  21.220  2.701   2.422   2.600   10.684   0.062 -10.673   1.534 0.090 10.968   9.1406   0.0178  -2.2313   0.240   0.760   4.341      2
176.9364 -0.7119   0.118 -20.539  21.803  4.553   2.085   2.067   10.596   0.468 -10.180   1.363 0.042  1.996  99.0000  99.0000  99.0000   0.280   0.620   2.989      2
176.9261 -0.7617   0.118 -20.485  20.615  2.568   2.800   2.764   10.780  -0.663 -11.507   1.755 0.047 11.094  10.1154   0.0153  -7.9415   0.420   0.390   6.078     -1
176.2016 -1.1585   0.078 -20.657  21.401  4.295   3.071   2.699   10.885  -0.696 -11.621   1.897 0.029 11.196  10.9183   0.0274  -7.2496   0.830   0.130   5.380      3
176.1704 -1.1541   0.077 -19.445  21.484  2.556   2.648   2.763   10.612  -0.737 -11.400   1.718 0.151  1.996  99.0000  99.0000  99.0000   0.090   0.740   4.716      5
179.2923 -0.6204   0.132 -20.853  21.658  4.801   2.505   2.386   10.824   0.120 -10.761   1.614 0.030 10.871   1.2925   0.0499   0.0000   0.930   0.000   3.371      2
178.7043 -1.1317   0.139 -21.556  20.960  4.747   3.291   2.827   11.233  -0.449 -11.747   1.885 0.012 11.762  10.9998   0.0312  -8.7048   0.820   0.110   5.398     -1
178.8501 -0.4093   0.132 -20.840  20.699  3.064   2.912   2.845   10.913  -0.853 -11.828   1.862 0.032  1.996  99.0000  99.0000  99.0000   0.600   0.190   5.524     -1
177.5053 -0.4921   0.135 -21.178  20.532  3.299   2.858   2.756   11.091  -0.187 -11.346   1.611 0.020 11.045   2.7300   0.0408  -0.2722   0.480   0.520   4.279      5
178.0223  0.0741   0.060 -20.656  20.216  2.571   3.374   2.783   10.913  -0.829 -11.797   1.990 0.026 10.909   8.2593   0.0233  -2.1377   0.810   0.120   5.641     -1
177.9372  0.1094   0.060 -19.115  22.369  3.408   2.158   1.995    9.968  -0.453 -10.473   1.396 0.229  9.891   6.4152   0.0126  -0.5025   0.240   0.640   3.496      2
177.9680  0.1280   0.060 -18.837  21.040  1.628   2.652   2.065   10.090  -0.242 -10.379   1.415 0.326 10.147   7.0731   0.0311  -1.2287   0.480   0.470   3.636      2
178.1920  1.1948   0.078 -21.185  19.805  2.627   3.177   2.803   11.105  -0.867 -12.042   1.983 0.014 11.276  11.1550   0.0216  -3.3326   0.950   0.050   5.785     -1
178.3154  1.2046   0.078 -20.436  20.156  2.186   2.719   2.722   10.776  -0.966 -11.779   1.829 0.039 10.647   1.2414   0.0500   0.0000   0.540   0.460   6.358     -1
178.3297  1.2176   0.077 -19.340  21.043  1.988   2.902   2.622   10.408  -1.165 -11.620   2.035 0.176 10.666   7.2125   0.0364 -99.0000   0.600   0.230   5.415      5
179.4446  0.2975   0.108 -20.146  20.530  2.151   3.076   2.549   10.638  -0.188 -10.873   1.483 0.070 10.975   6.2179   0.0462  -1.2332   0.740   0.100   4.627      5
179.4785  0.2258   0.108 -20.076  21.040  2.633   2.394   2.596   10.545  -0.169 -10.773   1.444 0.077 11.148   8.6561   0.0288  -1.4841   0.020   0.950   4.796      5
180.1767 -0.2312   0.081 -20.577  21.203  3.761   2.328   2.809   10.952  -0.405 -11.402   1.586 0.033 11.167  10.0083   0.0245  -6.3039   0.590   0.340   4.528      5
180.1438 -0.5524   0.084 -20.636  19.891  2.098   3.070   2.900   10.951  -0.256 -11.255   1.684 0.030 11.406  10.7437   0.0214  -6.7975   0.170   0.760   5.525      2
180.1379 -0.5435   0.084 -20.151  21.169  3.023   2.157   2.125   10.533   0.252 -10.333   1.538 0.061 10.613   1.3354   0.0472   0.0000   0.170   0.760   3.422      2
180.1383 -0.5915   0.083 -19.986  21.759  3.686   2.724   2.124   10.473   0.434 -10.093   1.313 0.077 11.042   9.3999   0.0398  -5.1653   0.020   0.980   2.544      2
179.9984 -0.4642   0.080 -19.912  20.452  1.959   3.053   2.855   10.576  -1.162 -11.810   1.757 0.082 10.617   8.0869   0.0231  -6.2023   0.680   0.270   6.474     -1
180.0116 -0.4056   0.080 -19.613  21.580  2.872   2.473   2.544   10.487  -0.241 -10.783   1.523 0.124 10.975  11.1068   0.0161  -5.4404   0.540   0.220   3.683      5
179.6033 -0.0738   0.107 -21.703  20.602  4.559   3.132   2.939   11.352  -0.710 -12.105   1.789 0.008 11.630  10.2751   0.0222  -7.6640   0.320   0.500   5.657     -1
180.3115  0.9398   0.085 -21.648  20.524  4.465   3.203   2.783   11.307  -0.412 -11.774   1.809 0.008 11.626  10.4226   0.0255  -6.6032   0.940   0.030   6.130     -1
180.4001  0.9817   0.085 -20.042  20.702  2.312   1.794   2.689   10.843  -0.395 -11.277   1.807 0.069  1.996  99.0000  99.0000  99.0000   0.120   0.510   3.246      5
180.4906  0.6134   0.079 -20.565  20.567  2.799   2.608   2.727   10.881  -0.807 -11.751   1.987 0.033  1.996  99.0000  99.0000  99.0000   0.130   0.620   5.669     -1
180.5025  0.5829   0.078 -20.023  20.858  2.497   2.125   2.012   10.394   0.091 -10.353   1.338 0.071  1.996  99.0000  99.0000  99.0000   0.440   0.400   2.869      2
180.5487  0.5586   0.078 -19.520  20.633  1.785   2.461   2.753   10.469  -0.977 -11.509   1.751 0.138 10.669   8.6064   0.0335  -7.1010   0.650   0.150   5.929     -1
180.7484  0.8647   0.079 -20.286  21.582  3.932   2.284   2.208   10.576   0.237 -10.384   1.392 0.050 11.181  10.5532   0.0297  -2.2959   0.570   0.380   3.186      2
180.8092  0.8474   0.078 -20.111  20.913  2.667   2.599   1.716   10.496   0.575  -9.971   1.367 0.064 11.070   9.5680   0.0408  -2.0316   0.420   0.310   2.692      1
180.8235  0.8992   0.078 -19.721  20.935  2.250   2.511   2.638   10.538  -1.023 -11.618   2.088 0.106 11.039   7.4405   0.0234  -2.1642   0.550   0.260   6.302     -1
180.8870  1.0031   0.079 -19.597  21.365  2.589   2.304   2.080   10.426   0.070 -10.405   1.368 0.128 10.721   7.8006   0.0332  -1.4726   0.140   0.670   3.705      2
180.8109  0.8725   0.078 -19.323  22.332  3.568   1.920   1.863   10.038  -0.151 -10.235   1.404 0.191 10.066   1.2791   0.0495   0.0000   0.310   0.470   2.857      2
181.5992 -0.0343   0.117 -21.053  20.216  2.781   3.307   2.852   11.053  -0.878 -11.973   1.987 0.021 11.224   8.7044   0.0200 -99.0000   0.800   0.090   5.862     -1
181.6459 -0.0313   0.116 -21.023  20.775  3.556   2.613   1.843   10.803   0.781 -10.068   1.445 0.021 10.933   3.0120   0.0481  -0.2262   0.000   0.960   2.610      1
181.7091  0.0561   0.115 -20.724  20.858  3.221   2.789   2.575   10.872  -0.572 -11.485   1.922 0.033  1.996  99.0000  99.0000  99.0000   0.560   0.290   5.801     -1
181.3972  1.0790   0.078 -20.637  20.596  2.936   2.672   2.962   11.010  -1.022 -12.092   1.943 0.030 11.184  11.0583   0.0209  -2.9022   0.480   0.520   5.347      5
181.3933  1.0296   0.078 -19.220  22.472  3.630   2.155   1.337    9.787   0.056  -9.786   1.290 0.225  1.996  99.0000  99.0000  99.0000   0.450   0.400   1.980      1
184.3658 -0.7805   0.070 -20.557  20.689  2.998   2.476   2.630   10.825  -0.887 -11.781   1.936 0.032 11.060  10.3486   0.0197 -99.0000   0.720   0.260   3.750      5
184.4517 -0.4940   0.080 -20.741  20.414  2.825   2.050   1.722   10.609   0.670  -9.988   1.246 0.027 10.859   3.6927   0.0310  -0.2829   0.060   0.800   2.383      1
184.4823 -0.5447   0.079 -19.750  21.975  3.676   2.678   2.405   10.505   0.130 -10.410   1.598 0.104 10.737   9.6991   0.0404  -1.7165   0.010   0.990   2.475      3
184.2438 -0.2219   0.072 -19.757  21.226  2.649   3.237   2.652   10.392  -1.099 -11.554   1.868 0.096 10.661  10.4316   0.0213 -10.5639   0.560   0.000   4.659     -1
183.1178  0.1580   0.082 -20.403  21.691  4.331   2.381   2.102   10.467   0.279 -10.236   1.317 0.044 10.871   8.2970   0.0155  -1.1214   0.000   0.810   2.583      1
183.1534  0.1938   0.082 -20.369  20.361  2.311   2.914   2.667   10.728  -0.882 -11.649   1.828 0.044 10.809   8.3911   0.0186  -7.0445   0.750   0.180   5.391     -1
183.0306  0.2179   0.082 -19.449  20.807  1.858   2.634   1.941   10.177   0.494  -9.733   1.357 0.160 10.447   2.9007   0.0218  -0.2217   0.200   0.740   3.516      1
185.1120 -1.1798   0.120 -20.627  21.329  3.796   2.725   2.667   10.906   0.296 -10.666   1.658 0.039 11.156  11.5009   0.0242  -6.3937   0.220   0.780   4.546      2
185.0802 -1.0953   0.118 -20.262  21.418  3.357   2.207   2.156   10.626   0.544 -10.129   1.355 0.063 10.582   2.0689   0.0465  -0.1337   0.180   0.690   3.284      2
185.2219  1.1297   0.113 -20.930  20.993  3.785   3.046   2.932   11.030  -0.937 -12.043   1.949 0.025 11.037   8.1960   0.0316  -5.6450   0.700   0.250   5.701     -1
185.2120  1.0872   0.112 -20.364  21.912  4.460   2.030   1.690   10.282   0.546  -9.798   1.339 0.051 10.694   9.5506   0.0163  -1.4672   0.140   0.730   1.603      1
186.8404  1.2793   0.079 -20.637  21.657  4.778   2.825   2.872   11.053  -0.424 -11.541   2.013 0.030 11.335   9.2277   0.0323  -1.5572   0.210   0.760   4.321      5
186.7786  1.2083   0.080 -19.457  20.839  1.901   2.834   2.460   10.281  -0.672 -11.003   1.636 0.156 10.475   7.9883   0.0119  -3.3877   0.420   0.330   4.771      3
189.4139 -0.6233   0.138 -21.111  20.310  2.871   2.949   2.939   11.127  -0.867 -12.052   1.897 0.023 11.157   9.3625   0.0245  -1.5029   0.570   0.150   5.249      5
190.0879  0.2793   0.117 -20.224  20.675  2.346   3.059   2.755   10.680  -1.040 -11.765   1.876 0.067 10.961   7.8079   0.0215  -2.2473   0.490   0.290   5.389     -1
190.2861  0.3525   0.145 -20.664  20.759  2.843   2.040   1.445   10.412   0.695  -9.770   1.191 0.037 10.854   7.0858   0.0082  -1.9580   0.190   0.570   2.126      1
191.6801 -0.7103   0.082 -21.549  21.281  6.079   2.214   2.392   11.159   0.277 -10.954   1.695 0.009 11.761  10.8315   0.0361  -8.0147   0.140   0.820   3.061      5
191.6323 -0.6196   0.083 -20.153  20.361  2.090   2.732   2.780   10.735  -0.926 -11.726   1.749 0.059 10.822   9.6600   0.0309  -2.0733   0.700   0.260   5.280     -1
191.7742 -0.6403   0.082 -19.440  21.424  2.458   2.432   2.182   10.427  -0.051 -10.526   1.415 0.161 11.177  10.4513   0.0498  -2.3154   0.160   0.740   3.540      2
191.8660 -0.6021   0.082 -19.415  21.174  2.166   2.147   1.355    9.880   0.197  -9.726   1.180 0.174 10.135   1.2502   0.0194   0.0000   0.140   0.690   2.115      1
191.7039 -0.6225   0.082 -19.215  20.864  1.713   2.738   2.703   10.269  -1.288 -11.612   1.758 0.218  1.996  99.0000  99.0000  99.0000   0.610   0.220   4.773     -1
191.8045 -0.3493   0.083 -21.360  20.477  3.844   2.825   2.543   11.122   0.123 -11.057   1.534 0.011 11.534  10.2516   0.0248  -2.1505   0.330   0.500   4.141      5
192.0580 -0.2685   0.083 -21.014  20.353  3.094   3.201   2.837   11.137  -0.385 -11.574   1.781 0.018 11.547  10.4602   0.0281  -2.2812   0.450   0.550   4.879      5
191.9702 -0.2251   0.083 -20.841  20.039  2.472   3.115   2.756   10.948  -0.927 -11.913   1.822 0.023 11.103  10.7452   0.0249  -2.4452   0.890   0.110   6.143      5
191.6634 -0.3236   0.083 -20.788  21.545  4.833   2.035   1.971   10.634   0.502 -10.179   1.465 0.026 11.204   8.6559   0.0279  -5.9925   0.060   0.940   2.837      2
191.6277 -0.3818   0.082 -19.772  22.174  4.045   2.370   1.407   10.035   0.168  -9.925   1.188 0.106 10.389   7.0655   0.0163  -3.8877   0.000   0.900   1.847      1
191.5870 -0.3653   0.082 -19.434  21.174  2.186   2.573   2.114   10.227   0.144 -10.140   1.387 0.163 10.450   5.6999   0.0217  -0.9967   0.240   0.600   3.281      1
190.7868 -0.7441   0.142 -21.460  21.113  4.850   3.236   3.242   11.301  -0.938 -12.325   1.971 0.015 11.588  11.1836   0.0484  -4.1631   0.890   0.060   4.845     -1
190.7733 -0.7567   0.143 -21.443  20.182  3.131   3.079   2.944   11.251  -0.801 -12.113   1.939 0.015 11.525  10.8605   0.0423  -4.4711   0.890   0.060   5.825     -1
190.7238  0.5829   0.079 -19.278  20.879  1.784   2.741   2.729   10.323  -1.236 -11.598   1.915 0.197 10.446  10.5763   0.0184  -2.2861   0.720   0.120   5.169     -1
191.0845  1.0960   0.090 -21.673  20.990  5.550   2.774   2.922   11.506  -0.085 -11.639   1.707 0.008 11.728   3.2573   0.0493  -0.8291   0.930   0.070   5.166      5
191.1067  1.1391   0.090 -20.796  21.016  3.748   2.121   1.446   10.638   0.950  -9.734   1.168 0.026 11.191   9.4162   0.0306  -2.3982   0.070   0.540   2.175      1
191.1683  1.1462   0.090 -19.818  22.364  4.444   1.902   1.944   10.042  -0.163 -10.269   1.314 0.103 10.331   8.0540   0.0114  -3.7486   0.050   0.430   2.231      2
191.0163  0.7730   0.082 -20.949  19.849  2.385   2.966   2.228   10.901   0.433 -10.517   1.515 0.020 11.235   9.1949   0.0277  -1.8301   0.820   0.180   3.559      1
191.1098  0.7783   0.082 -19.244  20.729  1.631   2.796   2.545   10.251  -0.710 -11.002   1.671 0.210 10.534   8.8625   0.0262  -1.3244   0.470   0.450   4.574      2
191.2178  0.8943   0.090 -20.385  20.917  2.965   2.676   2.813   10.865  -0.906 -11.840   1.853 0.045 11.074  11.3397   0.0261  -3.9317   0.450   0.420   5.976     -1
191.1599  0.9344   0.089 -20.365  21.470  3.793   1.983   2.220   10.692   0.191 -10.549   1.617 0.046 10.984  10.2408   0.0179  -2.0025   0.240   0.760   3.404      2
191.2691  0.8484   0.090 -20.185  21.390  3.359   2.318   2.626   10.639  -0.363 -11.046   1.725 0.060 11.141  10.2708   0.0213  -7.4573   0.360   0.310   3.933      2
191.5392  0.7062   0.089 -21.104  20.611  3.595   2.414   2.829   11.101  -0.958 -12.115   1.907 0.017 11.290  11.4014   0.0250  -4.2671   0.000   1.000   4.258     -1
191.5322  0.7153   0.089 -20.980  21.957  6.307   1.854   2.887   11.114  -0.869 -12.055   1.937 0.020 11.141   7.9564   0.0333  -8.0353   0.000   1.000   2.862      5
191.4055  0.7245   0.089 -20.677  20.856  3.302   2.773   2.783   10.857  -0.983 -11.905   1.934 0.030 11.098  11.1224   0.0211  -6.5728   0.830   0.130   4.910     -1
191.6072  0.3026   0.086 -21.021  20.464  3.247   2.554   2.813   11.087  -0.839 -11.978   1.848 0.018 11.298  11.1138   0.0261  -3.1366   0.560   0.370   4.160      5
191.5582  0.3081   0.087 -20.170  20.060  1.821   2.848   2.545   10.535  -0.932 -11.526   1.766 0.060 10.726   9.3299   0.0279  -2.0709   0.650   0.260   4.830     -1
191.7712  0.2457   0.087 -19.855  20.680  2.095   2.208   1.815   10.348   0.699  -9.696   1.307 0.095 10.874   9.8109   0.0203  -2.7143   0.360   0.510   2.823      1
191.3589  0.9767   0.082 -20.313  20.670  2.598   3.064   2.909   10.822  -0.766 -11.654   1.937 0.047 11.282  10.9198   0.0240 -99.0000   0.330   0.570   4.917      2
191.3323  0.9448   0.081 -19.822  20.288  1.739   2.618   2.727   10.522  -1.195 -11.768   1.901 0.093 10.761  11.0592   0.0260  -3.0008   0.640   0.260   5.351     -1
192.0694  0.4945   0.083 -21.256  20.419  3.569   3.223   2.771   11.160  -0.682 -11.905   2.022 0.013 11.369  10.9865   0.0299  -3.4514   0.830   0.140   5.638     -1
